,id,user,created_at,text,tweetinput,positive,neutral,negative,compound
81,1004503549835956224,Durazno093,2018-06-06 23:21:23,RT @RDJlock: HE IS A PRINCESS!!! #TonyStark #ironman #Disney https://t.co/m4rP79nS1D,rt @rdjlock: he is a princess!!! #tonystark #ironman #disney https://t.co/m4rp79ns1d,0.0,1.0,0.0,0.0
82,1004503381925384194,AmazingNerdShow,2018-06-06 23:20:43,"RT @FunSizePodcast: Ep110-It’s a caper
Evan and Binksy go pop culture crazy talking #SoloAStarWarsStory #SchittsCreek #Westworld and #Trans…","rt @funsizepodcast: ep110-it’s a caper
evan and binksy go pop culture crazy talking #soloastarwarsstory #schittscreek #westworld and #trans…",0.0,0.87,0.13,-0.34
83,1004503149477056514,sharonandrea24,2018-06-06 23:19:48,RT @RDJlock: HE IS A PRINCESS!!! #TonyStark #ironman #Disney https://t.co/m4rP79nS1D,rt @rdjlock: he is a princess!!! #tonystark #ironman #disney https://t.co/m4rp79ns1d,0.0,1.0,0.0,0.0
84,1004502905531990021,pxKhz8xZviY4uDa,2018-06-06 23:18:50,RT @RDJlock: HE IS A PRINCESS!!! #TonyStark #ironman #Disney https://t.co/m4rP79nS1D,rt @rdjlock: he is a princess!!! #tonystark #ironman #disney https://t.co/m4rp79ns1d,0.0,1.0,0.0,0.0
85,1004502812812693505,mushroomtsum,2018-06-06 23:18:27,RT @RDJlock: HE IS A PRINCESS!!! #TonyStark #ironman #Disney https://t.co/m4rP79nS1D,rt @rdjlock: he is a princess!!! #tonystark #ironman #disney https://t.co/m4rp79ns1d,0.0,1.0,0.0,0.0
86,1004502755543797762,Faelviel,2018-06-06 23:18:14,RT @RDJlock: HE IS A PRINCESS!!! #TonyStark #ironman #Disney https://t.co/m4rP79nS1D,rt @rdjlock: he is a princess!!! #tonystark #ironman #disney https://t.co/m4rp79ns1d,0.0,1.0,0.0,0.0
87,1004503960789581826,FGNSD18,2018-06-06 23:23:01,"El actor de doblaje mexicano, José Lavat, murió hace unos días a los 69 años. Hizo la voz de Lucifer en #SaintSeiya… https://t.co/rWmWRxCMmB","el actor de doblaje mexicano, josé lavat, murió hace unos días a los 69 años. hizo la voz de lucifer en #saintseiya… https://t.co/rwmwrxcmmb",0.0,1.0,0.0,0.0
88,1004503947720167424,FelipeGaldi,2018-06-06 23:22:58,RT @actionecomics: Melhores do Mundo #Batman #Superman https://t.co/bROOs9Fx3o,rt @actionecomics: melhores do mundo #batman #superman https://t.co/broos9fx3o,0.0,1.0,0.0,0.0
89,1004503947027943424,the_g_rant,2018-06-06 23:22:58,RT @gedkearney: At the @AusElectoralCom hearings to argue for the name change of #Batman - noting that the hearing panel are 5 white middle…,rt @gedkearney: at the @auselectoralcom hearings to argue for the name change of #batman - noting that the hearing panel are 5 white middle…,0.0,0.897,0.103,-0.34
90,1004503864526196736,Sawyer1014,2018-06-06 23:22:38,RT @JimLee: I got you babe #batman #catwoman #dccomics #batmanissue50 #coverpencils #variantcover #rainynights #gotham https://t.co/URz85wy…,rt @jimlee: i got you babe #batman #catwoman #dccomics #batmanissue50 #coverpencils #variantcover #rainynights #gotham https://t.co/urz85wy…,0.0,1.0,0.0,0.0
91,1004503732204331009,erravitanwer,2018-06-06 23:22:07,"RT @fundingmonster: Please #support Brand #comic #donate here #today 😀
⬇️
https://t.co/nI3HnJpejQ ❤️
⬆️
#superheroes #comics #comicbooks #m…","rt @fundingmonster: please #support brand #comic #donate here #today 😀
⬇️
https://t.co/ni3hnjpejq ❤️
⬆️
#superheroes #comics #comicbooks #m…",0.194,0.806,0.0,0.5859
92,1004503697752297474,erravitanwer,2018-06-06 23:21:58,"RT @monsterfundings: Please #support Brand #comic #donate here #today 😀
⬇️
https://t.co/elsDkEaZxi ❤️
⬆️
#superheroes #comics #comicbooks #…","rt @monsterfundings: please #support brand #comic #donate here #today 😀
⬇️
https://t.co/elsdkeazxi ❤️
⬆️
#superheroes #comics #comicbooks #…",0.194,0.806,0.0,0.5859
93,1004503597789220864,SFORZANTO2711,2018-06-06 23:21:35,RT @susaneisenberg1: On this #NationalGirlfriendsDay A little something for the #wonderbat fans out there! #WonderWoman #Batman❤️ https://t…,rt @susaneisenberg1: on this #nationalgirlfriendsday a little something for the #wonderbat fans out there! #wonderwoman #batman❤️ https://t…,0.0,1.0,0.0,0.0
94,1004503597718163457,jalberg8,2018-06-06 23:21:35,RT @cocchis_silvia: Angie @Angie_Harmon in this my #photoedit like #WonderWoman with #Batman 😘😍😍😍💪💪💪👍🏻👍🏻👍🏻@admirable_angie @Taina47 @andypa…,rt @cocchis_silvia: angie @angie_harmon in this my #photoedit like #wonderwoman with #batman 😘😍😍😍💪💪💪👍🏻👍🏻👍🏻@admirable_angie @taina47 @andypa…,0.152,0.848,0.0,0.3612
95,1004503493816668161,cryptic_comics,2018-06-06 23:21:10,"FOR SALE: 1st #JasonTodd as the #RedHood

Buy it now: https://t.co/jhMRbJ1cZN
#Comics #Batman #Robin #DCComics https://t.co/McFJbZ7vK9","for sale: 1st #jasontodd as the #redhood

buy it now: https://t.co/jhmrbj1czn
#comics #batman #robin #dccomics https://t.co/mcfjbz7vk9",0.0,1.0,0.0,0.0
96,1004503490960359424,onirayhan24,2018-06-06 23:21:09,"RT @SabinaLamba: ""You are d guys who clap wen d submarine comes out in a Hollywood film with d help of just a hand.but wen we do real actio…","rt @sabinalamba: ""you are d guys who clap wen d submarine comes out in a hollywood film with d help of just a hand.but wen we do real actio…",0.105,0.895,0.0,0.4019
97,1004503934843510789,hhthe55t,2018-06-06 23:22:55,"RT @NishinaTaka: おはよう(髭キャップ戦隊)
#CaptainAmerica #StaveRogers #キャプテンアメリカ 
#アベンジャーズ #Avengersinfinitywar https://t.co/MZqZvf6P9s","rt @nishinataka: おはよう(髭キャップ戦隊)
#captainamerica #staverogers #キャプテンアメリカ 
#アベンジャーズ #avengersinfinitywar https://t.co/mzqzvf6p9s",0.0,1.0,0.0,0.0
98,1004503195488378880,L0B033,2018-06-06 23:19:59,"RT @LostInTime74: @2ndprints @Marvel What about #CaptainAmerica? Mark Waid, script, 
with alternate Julian Totino Tedesco cover! https://t.…","rt @lostintime74: @2ndprints @marvel what about #captainamerica? mark waid, script, 
with alternate julian totino tedesco cover! https://t.…",0.0,1.0,0.0,0.0
99,1004503051217010688,dragongod1997,2018-06-06 23:19:24,RT @EleenaFisher: AVENGERS ASSEMBLE...at this desk that is! Hand-crafted one-of-a-kind piece of furniture art! #Marvel #CaptainAmerica http…,rt @eleenafisher: avengers assemble...at this desk that is! hand-crafted one-of-a-kind piece of furniture art! #marvel #captainamerica http…,0.0,1.0,0.0,0.0
100,1004502672014131200,KeithsComics,2018-06-06 23:17:54,Best cover? #ncbd #InfinityCountdown #CaptainAmerica #ScarletSpider #AntMan #GiantMan #Wasp #Dazzler #MoonGirl… https://t.co/1RaH0aYiFI,best cover? #ncbd #infinitycountdown #captainamerica #scarletspider #antman #giantman #wasp #dazzler #moongirl… https://t.co/1rah0ayifi,0.276,0.724,0.0,0.6369
101,1004502106022260738,Bellarklove,2018-06-06 23:15:39,"RT @shipsthatilove: I watched infinity war last night and every time I watch it, I want Romanogers to happen more and more #CaptainAmerica…","rt @shipsthatilove: i watched infinity war last night and every time i watch it, i want romanogers to happen more and more #captainamerica…",0.056,0.776,0.168,-0.5574
102,1004500261111463937,McMeatymeat,2018-06-06 23:08:19,"RT @junaip3r: H o p e l e s s 

(Steve version)
dedicated to @CaptainEverglow 

#CaptainAmerica #SteveRogers #InfinityWar https://t.co/wMHb…","rt @junaip3r: h o p e l e s s 

(steve version)
dedicated to @captaineverglow 

#captainamerica #steverogers #infinitywar https://t.co/wmhb…",0.231,0.769,0.0,0.4588
103,1004499951043465217,DC_ASSEMBLERS,2018-06-06 23:07:05,RT @EleenaFisher: AVENGERS ASSEMBLE...at this desk that is! Hand-crafted one-of-a-kind piece of furniture art! #Marvel #CaptainAmerica http…,rt @eleenafisher: avengers assemble...at this desk that is! hand-crafted one-of-a-kind piece of furniture art! #marvel #captainamerica http…,0.0,1.0,0.0,0.0
104,1004499737045880833,bpdmarvel,2018-06-06 23:06:14,"#Marvel DC Blu Ray Lot (15) #Avengers #CaptainAmerica Wonder Woman #StarWars +++ #eBay
🔗 https://t.co/kFwWBf212g https://t.co/QpLnVBK5eP","#marvel dc blu ray lot (15) #avengers #captainamerica wonder woman #starwars +++ #ebay
🔗 https://t.co/kfwwbf212g https://t.co/qplnvbk5ep",0.0,1.0,0.0,0.0
105,1004499606510632960,Gambit896,2018-06-06 23:05:43,RT @EleenaFisher: AVENGERS ASSEMBLE...at this desk that is! Hand-crafted one-of-a-kind piece of furniture art! #Marvel #CaptainAmerica http…,rt @eleenafisher: avengers assemble...at this desk that is! hand-crafted one-of-a-kind piece of furniture art! #marvel #captainamerica http…,0.0,1.0,0.0,0.0
106,1004499532242194433,EleenaFisher,2018-06-06 23:05:25,AVENGERS ASSEMBLE...at this desk that is! Hand-crafted one-of-a-kind piece of furniture art! #Marvel #CaptainAmerica https://t.co/mg6JC9qn0P,avengers assemble...at this desk that is! hand-crafted one-of-a-kind piece of furniture art! #marvel #captainamerica https://t.co/mg6jc9qn0p,0.0,1.0,0.0,0.0
107,1004499114984378368,MrKentL,2018-06-06 23:03:46,"RT @Leo__Romero: Don't forget to check out Captain America 703! 

By #MarkWaid @whoajordie @JoeCaramagna @Michael_Cho @TotinoTedesco #AlanD…","rt @leo__romero: don't forget to check out captain america 703! 

by #markwaid @whoajordie @joecaramagna @michael_cho @totinotedesco #aland…",0.109,0.891,0.0,0.2401
108,1004498910205837313,LostInTime74,2018-06-06 23:02:57,"@2ndprints @Marvel What about #CaptainAmerica? Mark Waid, script, 
with alternate Julian Totino Tedesco cover! https://t.co/3oD6yhlVKl","@2ndprints @marvel what about #captainamerica? mark waid, script, 
with alternate julian totino tedesco cover! https://t.co/3od6yhlvkl",0.0,1.0,0.0,0.0
